job_link,job_type
https://www.linkedin.com/jobs/view/strategic-account-executive-mobility-automotive-at-nuvalence-3673088378,Remote
https://www.linkedin.com/jobs/view/outside-sales-account-executive-direct-sales-electronic-payments-mid-atlantic-at-xplor-technologies-3799866042,Remote
https://www.linkedin.com/jobs/view/key-account-manager-remote-oh-columbus-or-cincinnati-at-avantik-3775402519,Remote
https://www.linkedin.com/jobs/view/enterprise-account-executive-at-veza-3733856313,Remote
https://www.linkedin.com/jobs/view/account-executive-tempe-at-moov-technologies-inc-3784045358,Remote
